67.56,0,41.722,15.964,53.873,28.75,39.025,10.108,81.434,43.078,42.466,42.096,43.194,94.905,44.81,94.907,66.975,55.447,79.209,58.078,61.283,31.266,63.817,69.363,48.283,73.364,66.776,60.692,47.911,28.231,62.447,38.362,62.23,63.022,51.798,65.425,36.348,44.36,43.267,41.005,49.89,45.658,68.029,39.799,39.778,48.026,73.364,48.159,46.249,46.491,42.192,45.483,41.834,46.626,69.185,55.441,47.785,51.617,45.512,37.405,43.872,43.008,48.507,41.9,35.081,48.6,45.944,48.357,59.338,44.322,73.364,99.219,132.413,155.073
26.626,41.722,0,31.32,38.708,14.952,69.575,41.914,103.537,79.094,78.953,77.761,80.654,130.733,80.872,130.734,105.416,53.376,120.558,97.413,99.977,72.341,105.191,110.913,89.863,112.842,105.193,101.73,84.156,49.772,91.543,80.073,102.409,92.69,87.261,103.748,72.666,80.671,78.273,75.873,84.384,83.494,107.035,78.089,78.678,85.614,112.842,82.592,82.613,81.781,78.423,83.473,77.594,84.857,104.081,53.375,84.074,87.213,83.722,74.362,78.829,77.496,86.896,80.228,71.821,85.357,81.513,83.104,98.348,78.241,112.842,139.474,173.365,196.572
57.942,15.964,31.32,0,38.003,16.473,54.256,23.236,95.663,47.813,47.645,46.501,49.339,99.676,49.595,99.677,74.109,41.447,90.329,66.231,68.696,42.346,75.098,83.104,60.334,81.639,73.884,71.279,52.879,21.222,62.082,51.815,71.443,63.045,56.081,72.436,41.35,49.377,47.087,44.683,53.327,52.188,75.772,46.842,47.521,54.296,81.639,51.528,51.322,50.586,47.126,52.175,46.325,53.573,73.095,41.443,52.793,56.015,52.44,43.044,47.653,46.372,55.62,48.973,40.502,54.051,50.284,51.995,67.108,47.217,81.639,108.484,142.675,166.418
55.144,53.873,38.708,38.003,0,33.754,92.079,60.835,132.432,70.204,70.753,68.692,73.551,115.172,71.67,115.172,96.433,18.339,118.58,91.132,92.081,74.234,104.432,116.272,91.815,105.318,96.182,99.718,74.565,38.364,72.02,85.791,97.598,73.579,76.007,94.716,65.719,71.859,68.22,66.215,72.377,76.456,99.009,72.838,74.374,77.798,105.318,70.866,73.488,71.339,69.977,76.691,68.69,78.245,89.607,18.341,74.562,76.152,77.271,67.879,68.587,66.965,80.223,74.62,65.671,76.294,71.5,71.678,91.274,66.829,105.318,132.445,167.436,192.986
41.52,28.75,14.952,16.473,33.754,0,61.888,31.53,99.882,64.162,64.039,62.822,65.792,115.787,65.938,115.788,90.568,44.287,106.44,82.696,85.167,58.266,91.132,98.011,76.065,98.109,90.343,87.473,69.222,35.163,76.933,66.838,87.847,78.033,72.31,88.892,57.766,65.746,63.323,60.924,69.434,68.65,92.245,63.314,63.977,70.744,98.109,67.641,67.686,66.831,63.5,68.642,62.658,70.044,89.14,44.284,69.142,72.263,68.912,59.491,63.878,62.544,72.092,65.446,56.948,70.439,66.567,68.152,83.581,63.292,98.109,124.891,158.988,182.528
89.8,39.025,69.575,54.256,92.079,61.888,0,31.265,43.272,64.447,63.216,64.327,61.877,107.408,65.59,107.41,77.561,94.421,75.725,67.965,72.319,43.929,62.75,56.453,49.123,79.804,77.461,62.793,67.512,65.38,88.369,38.21,68.213,88.273,71.742,76.606,59.429,64.845,66.16,64.762,71.792,62.781,76.855,57.845,56.347,64.993,79.804,70.575,66.097,68.056,63.47,62.32,63.996,62.556,86.64,94.416,67.341,71.384,61.831,59.014,66.664,66.715,63.503,59.118,57.929,67.079,67.219,70.264,69.912,68.441,79.804,99.372,126.73,144.618
66.059,10.108,41.914,23.236,60.835,31.53,31.265,0,72.491,51.054,50.28,50.231,50.555,102.023,52.712,102.024,73.229,64.321,82.46,63.918,67.49,36.184,67.208,69.97,51.401,78.826,73.048,64.748,55.651,38.277,71.678,40.346,67.281,72.15,59.723,71.775,44.459,52.181,51.584,49.439,58.177,52.749,73.909,46.851,46.458,55.172,78.826,56.51,53.99,54.617,50.116,52.5,49.945,53.473,76.955,64.316,55.511,59.499,52.406,45.213,52.185,51.49,55.208,48.851,43.08,56.111,53.992,56.607,65.38,52.925,78.826,103.675,135.865,157.515
117.136,81.434,103.537,95.663,132.432,99.882,43.272,72.491,0,105.467,104.148,105.594,102.302,141.574,106.36,141.576,113.092,136.758,102.474,104.258,108.65,84.764,93.676,79.685,84.235,112.768,113.059,95.697,107.774,108.547,129.622,75.856,102.451,129.313,111.817,112.546,101.215,105.581,107.492,106.395,112.505,102.619,111.53,98.445,96.658,104.57,112.768,111.516,106.544,108.896,104.532,102.105,105.265,102.003,124.732,136.753,107.602,111.422,101.488,100.479,107.94,108.231,102.509,99.343,99.758,107.001,108.026,111.07,106.298,109.974,112.768,125.678,145.285,156.886
105.68,43.078,79.094,47.813,70.204,64.162,64.447,51.054,105.467,0,1.381,1.512,4.381,52.191,1.788,52.192,26.92,59.349,48.93,20.954,22.047,20.733,36.122,52.304,28.517,35.366,26.679,30.93,5.066,32.604,24.155,30.919,27.589,23.901,8.721,25.198,6.748,1.677,2.708,4.017,7.452,6.665,29.127,7.218,9.284,7.604,35.367,6.128,3.542,3.694,0.991,7.061,1.559,8.517,26.112,59.343,4.981,8.542,7.82,5.888,2.841,4.068,10.273,7.153,8.008,6.377,2.962,5.875,21.083,5.418,35.366,62.798,97.679,122.857
105.558,42.466,78.953,47.645,70.753,64.039,63.216,50.28,104.148,1.381,0,2.393,3.194,52.613,2.483,52.614,26.772,60.173,48.168,20.383,21.737,19.441,35.145,51.112,27.217,35.045,26.535,29.991,5.449,32.96,25.476,29.54,26.905,25.191,9.448,25.059,6.33,1.903,4.003,4.848,8.595,5.789,28.852,5.842,7.903,7.108,35.045,7.388,3.794,4.842,0.831,6.119,2.243,7.637,26.741,60.167,5.328,9.219,6.827,5.078,4.199,5.301,9.515,5.815,7.418,6.408,4.022,7.049,20.637,6.748,35.045,62.474,97.314,122.376
104.335,42.096,77.761,46.501,68.692,62.822,64.327,50.231,105.594,1.512,2.393,0,5.588,53.38,3.157,53.381,28.39,57.886,50.407,22.462,23.55,20.831,37.506,53.496,29.528,36.868,28.148,32.335,6.418,31.106,24.093,31.432,29.082,23.946,9.771,26.666,5.776,3.182,1.918,2.528,7.988,8.082,30.622,7.803,9.949,9.112,36.868,6.441,4.982,4.4,1.58,8.449,0.331,9.938,27.159,57.88,6.35,9.638,9.182,5.377,2.349,3.015,11.74,8.106,7.163,7.838,3.875,6.401,22.595,4.62,36.868,64.29,99.179,124.368
107.279,43.194,80.654,49.339,73.551,65.792,61.877,50.555,102.302,4.381,3.194,5.588,0,51.712,4.333,51.714,24.783,63.245,45.193,17.712,19.488,17.948,31.996,47.936,24.17,32.705,24.554,26.869,5.644,35.554,27.514,27.162,24.047,27.068,9.909,23.1,8.2,3.559,7.089,8.015,10.228,2.964,26.617,4.064,5.644,4.969,32.705,9.461,4.251,6.815,4.017,3.142,5.428,4.695,26.479,63.239,5.475,9.576,3.748,6.307,7.178,8.441,6.709,3.041,8.849,5.599,5.943,8.874,18.165,9.773,32.705,60.093,94.842,119.724
157.15,94.905,130.733,99.676,115.172,115.787,107.408,102.023,141.574,52.191,52.613,53.38,51.712,0,50.409,0.002,29.97,99.8,43.828,39.627,35.426,66.758,48.073,65.153,58.523,28.829,30.047,45.917,47.184,81.899,43.344,69.219,39.498,41.718,43.657,31.045,58.904,50.758,52.629,55.03,46.362,49.327,30.6,55.227,55.569,46.926,28.829,48.158,48.823,49.153,52.992,49.549,53.592,48.549,26.673,99.795,47.295,43.755,49.619,57.6,52.052,53.305,46.843,53.19,60.027,46.34,49.525,47.682,37.782,52.496,28.829,33.785,60.921,87.662
107.455,44.81,80.872,49.595,71.67,65.938,65.59,52.712,106.36,1.788,2.483,3.157,4.333,50.409,0,50.41,25.248,60.549,47.718,19.588,20.473,21.742,35.213,51.793,28.36,33.782,25.005,29.971,3.284,34.217,23.317,31.443,26.318,22.953,7.015,23.522,8.511,0.79,3.554,5.48,6.205,5.871,27.519,7.917,9.812,6.301,33.782,5.191,1.841,2.543,2.617,6.35,3.287,7.653,24.376,60.543,3.205,6.812,7.156,7.5,3.366,4.935,9.2,7.357,9.728,4.7,1.667,4.713,19.608,5.85,33.782,61.214,96.112,121.364
157.151,94.907,130.734,99.677,115.172,115.788,107.41,102.024,141.576,52.192,52.614,53.381,51.714,0.002,50.41,0,29.972,99.8,43.83,39.629,35.427,66.76,48.075,65.155,58.525,28.831,30.049,45.919,47.185,81.899,43.344,69.221,39.5,41.718,43.658,31.046,58.905,50.759,52.63,55.031,46.363,49.328,30.602,55.228,55.57,46.927,28.831,48.159,48.824,49.154,52.993,49.55,53.593,48.551,26.674,99.795,47.296,43.756,49.62,57.601,52.053,53.306,46.844,53.191,60.028,46.341,49.526,47.683,37.783,52.497,28.831,33.787,60.922,87.663
132.042,66.975,105.416,74.109,96.433,90.568,77.561,73.229,113.092,26.92,26.772,28.39,24.783,29.97,25.248,29.972,0,84.007,27.625,9.787,5.815,37.325,22.436,41.78,29.085,9.249,1.729,18.419,22.104,59.438,32.993,39.364,11.17,31.464,20.471,1.728,32.891,25.254,28.47,30.685,24.159,21.926,3.604,27.46,27.225,19.851,9.249,25.59,23.411,25.172,27.413,21.956,28.478,20.613,15.354,84.001,22.137,20.302,21.75,31.088,28.036,29.623,18.616,25.315,33.631,20.553,25.112,24.762,8.026,29.62,9.249,36.49,71.247,96.849
72.791,55.447,53.376,41.447,18.339,44.287,94.421,64.321,136.758,59.349,60.173,57.886,63.245,99.8,60.549,99.8,84.007,0,108.264,80.072,80.288,68.093,95.147,109.227,84.376,93.154,83.752,90.096,63.046,31.689,56.47,80.487,86.863,58.118,63.652,82.337,56.215,60.903,56.996,55.361,59.934,65.955,86.871,63.454,65.3,66.849,93.154,58.657,62.26,59.677,59.35,66.29,57.962,67.807,75.271,0.006,63.079,63.872,66.977,58.376,57.242,55.629,69.622,64.918,56.558,64.89,60.021,59.545,79.868,55.092,93.154,119.788,154.61,180.731
146.733,79.209,120.558,90.329,118.58,106.44,75.725,82.46,102.474,48.93,48.168,50.407,45.193,43.828,47.718,43.83,27.625,108.264,0,28.329,29.073,48.221,15.392,22.923,31.094,19.622,27.806,19.145,45.348,80.302,60.483,42.275,21.439,58.987,45.509,28.788,52.865,47.363,51.272,52.934,49.128,42.381,24.247,45.76,44.324,41.418,19.622,50.101,46.028,48.732,48.981,42.084,50.349,40.544,42.381,108.258,45.299,45.205,41.445,50.702,51.041,52.645,38.668,43.962,52.931,43.477,48.318,49.18,28.857,53.278,19.622,25.323,53.809,76.214
124.01,58.078,97.413,66.231,91.132,82.696,67.965,63.918,104.258,20.954,20.383,22.462,17.712,39.627,19.588,39.629,9.787,80.072,28.329,0,4.417,27.827,17.834,36.809,20.024,15.435,9.583,12.654,17.046,53.26,34.302,29.769,6.932,33.057,17.35,8.642,25.851,19.32,23.125,24.965,20.881,14.757,9.996,19.446,18.735,13.35,15.435,21.784,17.832,20.428,21.155,14.59,22.45,13.057,21.135,80.066,17.005,17.016,14.125,23.814,22.846,24.467,11.007,17.353,26.281,15.188,20.053,20.861,2.041,24.997,15.435,42.685,77.251,102.043
126.601,61.283,99.977,68.696,92.081,85.167,72.319,67.49,108.65,22.047,21.737,23.55,19.488,35.426,20.473,35.427,5.815,80.288,29.073,4.417,0,31.597,20.65,39.995,24.416,13.32,5.562,15.814,17.516,54.649,31.936,34.141,8.893,30.565,16.721,4.388,27.674,20.371,23.868,25.952,20.426,16.564,7.132,21.911,21.566,14.664,13.32,21.632,18.637,20.78,22.434,16.537,23.599,15.123,17.115,80.282,17.519,16.466,16.256,25.781,23.494,25.116,13.081,19.766,28.312,15.802,20.583,20.744,2.41,25.346,13.32,40.944,75.73,100.976
98.592,31.266,72.341,42.346,74.234,58.266,43.929,36.184,84.764,20.733,19.441,20.831,17.948,66.758,21.742,66.76,37.325,68.093,48.221,27.827,31.597,0,32.876,42.044,18.067,42.645,37.151,29.463,23.584,36.722,44.877,12.607,31.177,44.63,27.824,35.956,16.842,20.981,22.733,21.762,27.943,19.002,37.79,13.922,12.455,21.316,42.645,26.829,22.172,24.248,19.785,18.577,20.503,19.035,43.437,68.086,23.414,27.472,18.179,15.809,23.176,23.518,20.329,15.228,15.506,23.216,23.392,26.447,29.389,25.258,42.645,68.1,101.297,124.325
131.344,63.817,105.191,75.098,104.432,91.132,62.75,67.208,93.676,36.122,35.145,37.506,31.996,48.073,35.213,48.075,22.436,95.147,15.392,17.834,20.65,32.876,0,19.444,15.81,19.285,22.467,5.327,33.436,66.068,52.133,27.283,11.804,50.872,34.71,22.69,39.038,34.713,38.689,39.992,37.984,29.461,19.713,31.794,30.109,29.083,19.286,38.57,33.731,36.718,35.975,29.063,37.386,27.616,37.297,95.141,33.348,34.335,28.324,36.861,38.574,40.091,26.033,30.236,38.886,31.578,36.141,37.654,19.26,41.029,19.286,37.736,68.97,91.497
135.97,69.363,110.913,83.104,116.272,98.011,56.453,69.97,79.685,52.304,51.112,53.496,47.936,65.153,51.793,65.155,41.78,109.227,22.923,36.809,39.995,42.044,19.444,0,24.852,37.343,41.853,24.222,50.689,78.465,70.926,31.29,31.224,69.761,52.728,42.125,53.503,51.161,55.002,55.799,55.647,45.932,38.937,46.51,44.461,46.202,37.343,55.913,50.608,53.719,51.916,45.444,53.304,44.217,56.741,109.22,50.571,52.324,44.637,51.439,55.024,56.372,43.075,45.512,52.926,48.939,53.012,55.036,38.428,57.604,37.344,46.734,70.534,88.914
115.842,48.283,89.863,60.334,91.815,76.065,49.123,51.401,84.235,28.517,27.217,29.528,24.17,58.523,28.36,58.525,29.085,84.376,31.094,20.024,24.416,18.067,15.81,24.852,0,30.7,28.997,14.065,28.036,53.761,50.017,11.734,19.112,49.172,31.059,28.378,28.834,27.641,31.213,31.647,33.24,22.757,27.93,22.086,19.956,23.73,30.7,33.076,27.531,30.603,27.972,22.218,29.294,21.325,40.8,84.369,27.889,30.633,21.411,26.837,31.342,32.513,20.831,21.422,28.165,26.552,29.798,32.293,22.065,33.933,30.7,52.984,84.647,106.839
139.443,73.364,112.842,81.639,105.318,98.109,79.804,78.826,112.768,35.366,35.045,36.868,32.705,28.829,33.782,28.831,9.249,93.154,19.622,15.435,13.32,42.645,19.285,37.343,30.7,0,9.475,17.275,30.776,67.968,41.809,42.091,11.841,40.226,29.53,10.839,40.904,33.69,37.147,39.261,33.24,29.753,6.315,34.809,34.168,27.955,0,34.603,31.944,33.979,35.749,29.676,36.919,28.199,22.9,93.148,30.788,29.332,29.313,38.956,36.755,38.368,26.131,32.689,41.469,29.099,33.833,33.748,14.575,38.504,0,27.923,62.507,87.817
131.819,66.776,105.193,73.884,96.182,90.343,77.461,73.048,113.059,26.679,26.535,28.148,24.554,30.047,25.005,30.049,1.729,83.752,27.806,9.583,5.562,37.151,22.467,41.853,28.997,9.475,0,18.393,21.859,59.193,32.75,39.251,11.083,31.222,20.216,1.483,32.659,25.013,28.223,30.441,23.904,21.699,3.564,27.242,27.016,19.619,9.475,25.337,23.168,24.924,27.174,21.732,28.237,20.392,15.119,83.746,21.892,20.048,21.528,30.859,27.789,29.376,18.396,25.097,33.402,20.311,24.866,24.509,7.799,29.369,9.474,36.734,71.497,97.101
128.044,60.692,101.73,71.279,99.718,87.473,62.793,64.748,95.697,30.93,29.991,32.335,26.869,45.917,29.971,45.919,18.419,90.096,19.145,12.654,15.814,29.463,5.327,24.222,14.065,17.275,18.393,0,28.132,61.374,46.939,25.788,7.322,45.707,29.387,18.378,34.127,29.49,33.467,34.836,32.658,24.265,16.128,26.917,25.347,23.803,17.275,33.254,28.46,31.428,30.82,23.886,32.227,22.413,32.777,90.089,28.046,29.011,23.164,31.949,33.336,34.869,20.777,25.258,34.065,26.27,30.864,32.336,14.21,35.77,17.275,39.354,71.975,95.22
110.739,47.911,84.156,52.879,74.565,69.222,67.512,55.651,107.774,5.066,5.449,6.418,5.644,47.184,3.284,47.185,22.104,63.046,45.348,17.046,17.516,23.584,33.436,50.689,28.036,30.776,21.859,28.132,0,37.335,22.391,32.334,23.909,21.8,4.278,20.376,11.721,3.574,6.377,8.591,5.211,5.411,24.483,9.703,11.199,4.488,30.776,5.224,1.665,3.384,5.812,5.96,6.567,6.714,21.321,63.04,0.172,3.966,6.722,10.509,5.98,7.6,7.615,8.455,12.864,1.88,3.068,4.352,16.85,7.955,30.776,58.195,93.107,118.472
75.665,28.231,49.772,21.222,38.364,35.163,65.38,38.277,108.547,32.604,32.96,31.106,35.554,81.899,34.217,81.899,59.438,31.689,80.302,53.26,54.649,36.722,66.068,78.465,53.761,67.968,59.193,61.374,37.335,0,41.786,48.936,59.523,42.919,39.538,57.71,27.526,34.28,30.981,28.757,36.193,38.504,61.728,34.544,36.027,40.068,67.969,34.488,36.058,34.362,32.234,38.689,31.05,40.236,55.29,31.683,37.302,39.594,39.213,29.658,31.438,29.885,42.263,36.386,27.373,38.916,34.347,35.171,53.596,30.159,67.968,95.285,130.188,155.25
117.2,62.447,91.543,62.082,72.02,76.933,88.369,71.678,129.622,24.155,25.476,24.093,27.514,43.344,23.317,43.344,32.993,56.47,60.483,34.302,31.936,44.877,52.133,70.926,50.017,41.809,32.75,46.939,22.391,41.786,0,54.648,40.702,1.711,18.963,31.7,29.014,24.105,22.229,23.645,17.315,27.794,36.31,31.226,33.115,26.382,41.809,18.133,23.363,20.775,25.094,28.342,24.424,28.905,20.039,56.464,22.556,19.389,29.082,29.36,21.745,21.661,29.188,30.542,30.526,23.61,21.652,18.645,32.937,19.946,41.809,66.096,99.932,126.543
105.632,38.362,80.073,51.815,85.791,66.838,38.21,40.346,75.856,30.919,29.54,31.432,27.162,69.219,31.443,69.221,39.364,80.487,42.275,29.769,34.141,12.607,27.283,31.29,11.734,42.091,39.251,25.788,32.334,48.936,54.648,0,30.308,54.126,36.193,38.405,28.567,30.653,33.334,32.903,37.334,27.013,38.723,23.703,21.659,28.819,42.091,36.617,31.286,33.965,30.097,26.48,31.127,26.236,49.16,80.481,32.165,35.785,25.809,27.107,33.662,34.371,26.657,24.123,27.405,31.366,33.088,36.031,31.732,36.046,42.091,64.566,95.741,117.267
128.928,62.23,102.409,71.443,97.598,87.847,68.213,67.281,102.451,27.589,26.905,29.082,24.047,39.498,26.318,39.5,11.17,86.863,21.439,6.932,8.893,31.177,11.804,31.224,19.112,11.841,11.083,7.322,23.909,59.523,40.702,30.308,0,39.372,24.266,11.064,32.001,25.993,29.87,31.605,27.812,21.154,9.08,25.182,24.094,20.025,11.841,28.709,24.606,27.293,27.703,20.907,29.044,19.354,25.555,86.857,23.86,23.938,20.334,29.887,29.623,31.234,17.394,23.209,32.26,22.039,26.882,27.785,7.825,31.84,11.841,37.493,71.546,95.871
118.429,63.022,92.69,63.045,73.579,78.033,88.273,72.15,129.313,23.901,25.191,23.946,27.068,41.718,22.953,41.718,31.464,58.118,58.987,33.057,30.565,44.63,50.872,69.761,49.172,40.226,31.222,45.707,21.8,42.919,1.711,54.126,39.372,0,18.185,30.199,29.052,23.733,22.12,23.678,16.84,27.173,34.785,30.869,32.699,25.648,40.226,17.807,22.866,20.418,24.859,27.717,24.277,28.199,18.345,58.113,21.968,18.609,28.438,29.272,21.61,21.654,28.372,30.076,30.565,22.916,21.287,18.246,31.639,19.971,40.225,64.414,98.225,124.837
113.785,51.798,87.261,56.081,76.007,72.31,71.742,59.723,111.817,8.721,9.448,9.771,9.909,43.657,7.015,43.658,20.471,63.652,45.509,17.35,16.721,27.824,34.71,52.728,31.059,29.53,20.216,29.387,4.278,39.538,18.963,36.193,24.266,18.185,0,18.768,15.457,7.551,8.994,11.398,3.719,9.203,23.23,13.973,15.398,7.472,29.53,5.145,5.85,5.499,9.625,9.725,10.006,10.043,17.4,63.646,4.443,0.426,10.384,14.51,8.433,9.807,10.228,12.632,16.727,4.829,5.896,4.379,16.652,9.382,29.529,56.691,91.596,117.281
130.374,65.425,103.748,72.436,94.716,88.892,76.606,71.775,112.546,25.198,25.059,26.666,23.1,31.045,23.522,31.046,1.728,82.337,28.788,8.642,4.388,35.956,22.69,42.125,28.378,10.839,1.483,18.378,20.376,57.71,31.7,38.405,11.064,30.199,18.768,0,31.194,23.532,26.741,28.958,22.462,20.258,4.705,25.835,25.652,18.158,10.839,23.881,21.686,23.446,25.696,20.3,26.756,18.976,14.646,82.331,20.409,18.593,20.112,29.404,26.308,27.896,16.995,23.691,31.947,18.828,23.384,23.048,6.741,27.898,10.839,38.168,72.954,98.538
99.28,36.348,72.666,41.35,65.719,57.766,59.429,44.459,101.215,6.748,6.33,5.776,8.2,58.904,8.511,58.905,32.891,56.215,52.865,25.851,27.674,16.842,39.038,53.503,28.834,40.904,32.659,34.127,11.721,27.526,29.014,28.567,32.001,29.052,15.457,31.194,0,8.149,7.201,5.375,13.728,11.156,34.805,7.25,9.109,13.048,40.905,12.101,10.093,10.174,5.912,11.27,5.5,12.794,32.855,56.209,11.613,15.288,11.733,2.178,7.789,7.41,14.852,8.904,1.512,12.729,9.599,12.151,26.361,9.083,40.904,68.246,102.987,127.793
